,x,y,hue,year,type,name,region,chapter_name
1224,12.914313,-34.31801,2,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,organizational structure
1225,12.636523,-35.20501,2,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,period of application
1226,12.428026,-35.41561,2,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,accession
1227,10.696228,-23.7805,2,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,denunciation
1228,8.780688,-36.88739,2,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,general provisions
1229,32.397476,69.11305,57,1991,Customs Union & Economic Integration Agreement,Southern Common Market (MERCOSUR),South America,conclusion
1230,-3.1402855,52.21413,55,1991,Partial Scope Agreement,Lao People's Democratic Republic - Thailand,East Asia,
1231,17.673044,-24.382023,2,1991,Partial Scope Agreement,Lao People's Democratic Republic - Thailand,East Asia,
1232,-7.1004972,19.924356,55,1991,Partial Scope Agreement,Lao People's Democratic Republic - Thailand,East Asia,
1233,-1.5056087,-17.410864,14,1985,Free Trade Agreement,US - Israel,Middle East; North America,
1234,-0.46918795,-24.134403,14,1985,Free Trade Agreement,US - Israel,Middle East; North America,
1235,-13.401204,-21.116913,14,1985,Free Trade Agreement,US - Israel,Middle East; North America,
1236,-21.238932,-2.1135929,8,1983,Free Trade Agreement & Economic Integration Agreement,Australia - New Zealand (ANZCERTA),Oceania,
1237,-13.659095,-21.817904,14,1983,Free Trade Agreement & Economic Integration Agreement,Australia - New Zealand (ANZCERTA),Oceania,
1238,-19.405941,-3.6312983,14,1983,Free Trade Agreement & Economic Integration Agreement,Australia - New Zealand (ANZCERTA),Oceania,
1239,-13.851081,-12.575725,14,1981,Partial Scope Agreement,South Pacific Regional Trade and Economic Cooperation Agreement (SPARTECA),Oceania,
1240,-10.9387245,-17.188467,14,1981,Partial Scope Agreement,South Pacific Regional Trade and Economic Cooperation Agreement (SPARTECA),Oceania,
1241,-22.07411,-21.339859,14,1981,Partial Scope Agreement,South Pacific Regional Trade and Economic Cooperation Agreement (SPARTECA),Oceania,
1242,-13.181947,-16.460257,14,1977,Free Trade Agreement,EU - Syria,Europe; Middle East,preamble
1243,-3.3246703,-21.654634,14,1977,Free Trade Agreement,EU - Syria,Europe; Middle East,"economic, technical and financial cooperation"
1244,-20.634161,-3.0056667,14,1977,Free Trade Agreement,EU - Syria,Europe; Middle East,trade cooperation
1245,-0.7456241,-16.351814,27,1977,Free Trade Agreement,EU - Syria,Europe; Middle East,general and final provisions
1246,-1.1188852,-16.963707,14,1977,Free Trade Agreement,EU - Syria,Europe; Middle East,conclusion
1247,-11.272362,-8.288705,14,1977,Free Trade Agreement,Australia - Papua New Guinea (PATCRA),Oceania,
1248,-9.566924,-10.763338,14,1977,Free Trade Agreement,Australia - Papua New Guinea (PATCRA),Oceania,
1249,41.479435,-8.838791,27,1977,Free Trade Agreement,Australia - Papua New Guinea (PATCRA),Oceania,
1250,16.900179,32.42394,19,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,preamble
1251,29.780508,2.757394,19,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,general provisions
1252,5.0484753,27.440205,19,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,programme of trade liberalization
1253,17.24877,-33.0861,2,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,trade expansion
1254,3.1650903,60.01516,57,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,emergency measures and consultations
1255,4.5519524,27.320354,19,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,the standing committee and administration of the agreement
1256,46.951275,-6.889211,27,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,review and modifications
1257,-40.479885,19.097536,8,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,accession and withdrawal
1258,-64.89484,10.08728,3,1976,Partial Scope Agreement,Asia Pacific Trade Agreement (APTA),West Asia; East Asia,miscellaneous and final provisions
1259,-64.51056,9.26073,3,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,preamble
1260,21.131922,-7.8502913,36,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,principles
1261,9.108123,-2.9134362,17,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,organs of the community
1262,-13.454912,60.89481,58,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,coordination and functional cooperation
1263,-45.031956,1.3519647,46,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,general and final provisions
1264,-45.063896,1.2399067,46,1973,Customs Union & Economic Integration Agreement,Caribbean Community and Common Market (CARICOM),Caribbean; Central America; South America,conclusion
1265,16.603498,-6.8510947,36,1973,Free Trade Agreement,EU - Norway,Europe,
1266,-8.357916,23.646158,55,1973,Free Trade Agreement,EU - Norway,Europe,
1267,19.90293,7.077938,27,1973,Free Trade Agreement,EU - Norway,Europe,
1268,54.111317,-1.4632235,27,1973,Free Trade Agreement,EU - Iceland,Europe,
1269,32.384495,32.68812,49,1973,Free Trade Agreement,EU - Iceland,Europe,
1270,-39.12588,28.840706,8,1973,Free Trade Agreement,EU - Iceland,Europe,
1271,-37.95109,26.81113,8,1973,Free Trade Agreement,EU - Switzerland - Liechtenstein,Europe,
1272,26.843546,70.077095,57,1973,Free Trade Agreement,EU - Switzerland - Liechtenstein,Europe,
1273,-10.107948,32.659348,55,1973,Free Trade Agreement,EU - Switzerland - Liechtenstein,Europe,
1274,2.8303785,6.2964416,40,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,preamble
1275,-32.054874,-29.17063,10,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,introduction
1276,-57.94253,-28.763968,1,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,global system of trade preferences
1277,35.936665,-51.178852,44,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,negotiations
1278,-6.160762,-72.53057,5,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,committee of participants
1279,-53.79978,-6.61164,46,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,ground rules
1280,-62.16102,6.016259,3,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,consultations and settlement of disputes
1281,-43.3512,-0.13479163,46,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,final provisions
1282,-29.761375,-28.33549,10,1989,Partial Scope Agreement,Global System of Trade Preferences among Developing Countries (GSTP),Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,conclusion
1283,-39.90555,39.73275,8,1973,Partial Scope Agreement,Protocol on Trade Negotiations (PTN),West Asia; South America; Africa; Middle East; East Asia; North America; Europe,
1284,-36.835148,23.52004,8,1973,Partial Scope Agreement,Protocol on Trade Negotiations (PTN),West Asia; South America; Africa; Middle East; East Asia; North America; Europe,
1285,10.195263,62.38425,57,1973,Partial Scope Agreement,Protocol on Trade Negotiations (PTN),West Asia; South America; Africa; Middle East; East Asia; North America; Europe,
1286,22.800877,29.615898,19,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,preamble
1287,28.030716,15.118656,37,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,general provisions
1288,45.952003,30.042171,51,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,actors of cooperation in the octs
1289,42.549603,21.794834,27,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,principles and procedures of the oct-ec partnership
1290,41.026543,-0.084175296,27,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,the areas of oct-ec cooperation
1291,46.374214,27.207933,51,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,general provisions
1292,-44.028667,21.119173,8,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,resources made available to the octs
1293,44.956326,25.847359,51,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,private sector investment support
1294,-12.621213,37.814957,55,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,additional support in the event of fluctuations in export earnings
1295,-32.50085,-37.26395,10,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,support for other actors of cooperation
1296,16.618431,-63.1298,25,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,support for humanitarian and emergency aid
1297,33.091835,-50.25166,44,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,implementation procedures
1298,-56.442448,-9.394222,46,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,transition from previous european development funds (edfs) to the 9th edf
1299,-71.14379,14.567737,3,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,arrangements for trade in goods
1300,-5.963343,-70.73318,5,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,trade in services and rules of establishment
1301,-70.265495,11.827772,3,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,trade-related areas
1302,-30.259935,-40.357704,10,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,monetary and tax matters
1303,-49.440422,-9.922788,46,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,"vocational training, eligibility for community programmes and other provisions"
1304,-57.483894,-34.35395,1,1971,Free Trade Agreement,EU – Overseas Countries and Territories (OCT),Caribbean; Europe; Africa; South America; Oceania; North America,final provisions
1305,12.442811,-40.09652,2,1970,Free Trade Agreement,EFTA - Accession of Iceland,Europe,
1306,54.291454,-27.42215,32,1970,Free Trade Agreement,EFTA - Accession of Iceland,Europe,
1307,-40.955425,6.521732,46,1968,Partial Scope Agreement,Tripartite Agreement,Africa; West Asia; Europe,
1308,-38.91196,49.13674,8,1968,Partial Scope Agreement,Tripartite Agreement,Africa; West Asia; Europe,
1309,-50.90036,-9.1552925,46,1968,Partial Scope Agreement,Tripartite Agreement,Africa; West Asia; Europe,
1310,-9.7414665,-45.872875,23,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,preamble
1311,23.970913,68.743484,57,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,objectives
1312,-12.683529,38.938442,55,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,free movement of goods
1313,32.061317,34.193275,49,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,technical barriers to trade
1314,-32.702553,-41.40447,10,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,state aid
1315,18.69478,-68.72239,25,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,public undertakings and monopolies
1316,37.07724,-52.409,44,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,rules of competition
1317,-4.5982504,-43.637836,2,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,protection of intellectual property
1318,-54.48842,-11.359926,46,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,free movement of persons
1319,-74.1822,19.239546,3,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,investment
1320,-1.9844844,-67.70514,5,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,trade in services
1321,-69.13097,10.876484,3,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,dumping
1322,-30.690384,-50.66724,10,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,public procurement
1323,74.597336,-13.343518,6,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,current payments
1324,0.09773124,7.1963477,40,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,exceptions and safeguards
1325,-50.43315,-11.085073,46,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,economic and monetary policy co-operation
1326,-26.199041,-32.336945,36,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,institutional provisions
1327,10.916283,-44.967045,2,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,consultations and dispute settlement
1328,24.514395,-34.623737,2,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,general provisions
1329,-58.048378,-34.56307,1,1960,Free Trade Agreement & Economic Integration Agreement,European Free Trade Association (EFTA),Europe,conclusion
1330,-7.979985,-1.2479204,14,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,preamble
1331,50.936024,-26.86599,32,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,initial provisions
1332,-48.194668,-5.3865695,46,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,general definitions
1333,-37.750526,30.932411,8,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,national treatment and market access for goods
1334,-57.713535,-13.478716,46,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,rules of origin
1335,-11.280095,-46.543396,23,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,trade remedies
1336,23.907766,68.682076,57,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,sanitary and phyto-sanitary measures (sps)
1337,1.3567028,26.954079,55,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,technical barriers to trade (tbt)
1338,-30.594284,-32.64952,10,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,transparency
1339,35.972446,1.0538027,27,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,investments
1340,-8.994867,22.631224,55,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,dispute settlement
1341,16.654083,-4.792974,36,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,administration
1342,16.418026,-8.6796055,36,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,final provisions
1343,-0.01883944,-61.726448,5,2007,Free Trade Agreement & Economic Integration Agreement,Pakistan - China,East Asia; West Asia,conclusion
1344,-36.975117,20.666027,8,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,preamble
1345,-31.167934,10.701443,8,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,general principles
1346,-2.4633942,-67.96815,5,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,industrial products
1347,35.55968,68.57109,57,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,agriculture and fisheries
1348,-14.03254,41.015514,55,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,common provisions
1349,-33.14328,-38.17619,10,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,other trade and trade-related provisions
1350,19.92775,-68.08604,25,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,"institutional, general and final provisions"
1351,38.09213,-51.160496,44,2008,Free Trade Agreement & Economic Integration Agreement,EU - Montenegro,Europe,conclusion
1352,23.747257,-44.283512,2,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,preamble
1353,-52.263172,-9.431804,46,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,initial provisions and definitions
1354,-72.67989,17.334375,3,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,trade in goods
1355,-6.7500534,-72.75135,5,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,rules of origin and implementation procedures
1356,-30.440445,-50.600437,10,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,customs procedures and trade facilitation
1357,-69.61891,16.093164,3,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,sanitary and phytosanitary measures
1358,73.78278,-13.723305,6,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,technical barriers to trade
1359,1.1181282,7.1817474,40,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,trade remedies
1360,-39.24795,-30.330389,46,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,trade in services
1361,-27.286102,-33.93812,10,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,investment
1362,11.480786,-45.669357,2,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,movement of natural persons
1363,27.531939,-34.44276,15,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,intellectual property
1364,-17.20754,8.881977,31,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,electronic commerce
1365,-20.04644,-3.097228,14,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,transparency
1366,49.86872,-29.4971,32,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,institutional provisions
1367,-38.58136,24.594788,8,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,dispute settlement
1368,-39.07217,47.12786,8,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,general provisions and exceptions
1369,-52.23489,-13.8709345,46,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,final provisions
1370,-11.768902,-47.131855,23,2015,Free Trade Agreement & Economic Integration Agreement,Australia - China,Oceania; East Asia,conclusion
1371,30.192844,69.06627,57,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,preamble
1372,0.60847193,25.470621,55,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,initial provisions
1373,-32.5427,14.446643,55,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,general definitions
1374,17.57183,-64.45289,25,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,national treatment and market access for goods
1375,-4.783654,-67.48761,5,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,rules of origin
1376,-68.27304,8.047778,3,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,customs administration
1377,-51.990818,-8.69854,46,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,sanitary and phytosanitary measures
1378,4.846256,-29.416761,2,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,"technical regulations, standards and conformity assessment procedures"
1379,15.491986,10.433992,50,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,trade remedies
1380,1.615039,-36.715088,53,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,cross-border trade in services
1381,-54.05675,-35.607067,1,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,investment
1382,15.450749,-13.979195,2,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,telecommunications
1383,47.14417,-30.189838,3,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,financial services
1384,-19.524324,3.8175995,31,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,temporary entry for business persons
1385,-41.174988,36.144753,8,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,competition policy
1386,-39.947052,10.237263,8,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,government procurement
1387,-12.072111,37.714718,55,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,electronic commerce
1388,-33.542805,-37.288246,10,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,intellectual property
1389,18.778292,-66.66964,25,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,cooperation
1390,39.481422,-51.28218,44,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,transparency
1391,24.172775,-44.893955,2,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,institutional arrangements
1392,-50.524822,-7.6610646,46,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,dispute settlement
1393,22.24822,-44.742577,44,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,general provisions and exceptions
1394,-6.3040833,-71.15781,5,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,final provisions
1395,-30.967094,-48.575375,10,2009,Free Trade Agreement & Economic Integration Agreement,Australia - Chile,Oceania; South America,conclusion
1396,-73.484184,18.211416,3,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,preamble
1397,0.32281062,7.714629,40,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,objectives and scope
1398,74.85413,-13.341715,6,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,trade in goods
1399,-51.796238,-10.378055,46,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,services and investment
1400,29.664455,-33.750618,15,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,competition law and policy
1401,12.785486,-37.76243,2,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,other common rules
1402,-27.675354,-34.311363,10,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,exeptions and safeguards
1403,-55.317863,-35.46674,1,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,institutional provisions
1404,-20.522596,5.6203847,31,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,dispute settlement
1405,-21.802114,5.361146,8,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,final clauses
1406,54.011543,-28.156698,32,2009,Free Trade Agreement,EFTA - Canada,North America; Europe,conclusion
1407,-39.684532,31.92431,8,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,preamble
1408,-45.295334,27.906223,8,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,initial provisions and general definitions
1409,-52.456764,-13.790861,46,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,national treatment and market access for goods
1410,-12.075776,-47.340717,23,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,rules of origin
1411,27.996927,69.332146,57,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,origin procedures and trade facilitation
1412,-4.465264,28.635614,55,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,sanitary and phytosanitary measures
1413,-10.833985,17.429296,55,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,technical barriers to trade
1414,-2.7221677,53.37962,57,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,emergency action and trade remedies
1415,-10.177562,32.783928,55,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,investment
1416,-36.639183,2.4885664,46,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,cross-border trade in services
1417,-2.1533763,-71.57961,5,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,telecommunications
1418,39.30594,-51.919403,44,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,financial services
1419,-0.005346442,-38.00288,53,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,temporary entry for business persons
1420,-49.26541,7.723068,34,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,"competition policy, monopolies and state enterprises"
1421,-60.130516,10.789417,3,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,government procurement
1422,-74.409424,19.57079,3,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,electronic commerce
1423,-47.088814,-0.7472375,46,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,labour
1424,-56.483433,-34.932606,1,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,environment
1425,13.459502,-8.462735,36,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,trade-related cooperation
1426,-48.21471,9.840243,8,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,transparency
1427,-24.29266,-16.710274,34,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,administration of the agreement
1428,-39.554634,43.69565,8,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,dispute settlement
1429,-10.977882,-46.06373,23,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,exceptions
1430,-1.5456192,54.40341,57,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,final provisions
1431,-11.660301,36.177807,55,2011,Free Trade Agreement & Economic Integration Agreement,Canada - Colombia,North America; South America,conclusion
1432,-38.674942,-30.68715,46,2011,Free Trade Agreement & Economic Integration Agreement,"EU - Korea, Republic of",Europe; East Asia,preamble
1433,-2.9931738,-69.58441,5,2011,Free Trade Agreement & Economic Integration Agreement,"EU - Korea, Republic of",Europe; East Asia,objectives and general definitions
1434,39.41663,-51.92071,44,2011,Free Trade Agreement & Economic Integration Agreement,"EU - Korea, Republic of",Europe; East Asia,national treatment and market access for goods
1435,-0.037819825,-38.038578,53,2011,Free Trade Agreement & Economic Integration Agreement,"EU - Korea, Republic of",Europe; East Asia,trade remedies
1436,-30.682095,-50.383125,10,2011,Free Trade Agreement & Economic Integration Agreement,"EU - Korea, Republic of",Europe; East Asia,technical barriers to trade
